Date,Discharge,Snow Water Equivalent (in) Start of Day Values,Precipitation Accumulation (in) Start of Day Values,Air Temperature Maximum (degF),Air Temperature Minimum (degF),Air Temperature Average (degF),Precipitation Increment (in),Snowmelt
3099,60.95833333,10.1,11.5,40,13,25,0.1,0
3100,64.75,10.1,11.6,41,24,32,0,0
3101,72.54166667,10.1,11.6,48,27,34,0,-0.1
3102,83.91666667,10,11.6,53,22,34,0,-0.3
3103,108.8229167,9.7,11.6,52,27,34,0,0.1
3104,130.8645833,9.8,11.6,53,24,36,0,0
3105,171.7916667,9.8,11.6,53,32,39,0,-0.2
3106,236.53125,9.6,11.6,53,30,39,0,-0.2
3107,289.4895833,9.4,11.6,51,28,37,0,-0.2
3108,331.1145833,9.2,11.6,54,28,37,0,-0.3
3109,365.625,8.9,11.6,55,28,38,0,-0.4
3110,359.7083333,8.5,11.6,52,28,37,0,-0.2
3111,340.5978261,8.3,11.6,52,29,36,0,-0.2
3112,362.28125,8.1,11.6,50,24,35,0,-0.4
3113,373.6979167,7.7,11.6,52,27,38,0,-0.3
3114,373.4270833,7.4,11.6,45,30,37,0.3,0.2
3115,384.8854167,7.6,11.9,43,25,31,0.1,0.1
3116,323.28125,7.7,12,45,24,32,0.1,0
3117,311.4375,7.7,12.1,53,26,37,0,-0.3
3118,352.8541667,7.4,12.1,56,32,43,0,-0.5
3119,414.59375,6.9,12.1,50,35,42,0,-0.3
3120,397.8854167,6.6,12.1,43,22,30,0,-0.1
3121,326.1875,6.5,12.1,50,24,36,0,-0.4
3122,303.1979167,6.1,12.1,51,26,37,0,-0.6
3123,320.6458333,5.5,12.1,53,26,38,0,-0.7
3124,341.9895833,4.8,12.1,38,19,28,0,0
3125,279.5833333,4.8,12.1,35,17,25,0,0
3126,244.78125,4.8,12.1,49,22,34,0,-0.7
3127,234.4895833,4.1,12.1,57,27,40,0,-0.9
3128,249.9479167,3.2,12.1,57,33,41,0,-1
3129,314.3958333,2.2,12.1,53,32,39,0.1,-0.1
3130,312.4583333,2.1,12.2,49,31,36,0.2,-0.1
3131,283.15625,2,12.4,36,24,29,0,0.2
3132,211.8333333,2.2,12.4,51,29,37,0,-0.7
3133,202.1666667,1.5,12.4,61,30,43,0,-0.1
3134,260.4479167,1.4,12.4,60,34,44,0,-0.6
3135,420.1041667,0.8,12.4,50,24,35,0,-0.2
3136,353.3125,0.6,12.4,42,22,30,0,-0.1
3137,263.8541667,0.5,12.4,51,23,36,0,-0.3
3138,263.6354167,0.2,12.4,57,28,40,0,-0.2
3139,316.6875,0,12.4,61,29,43,0,0
3140,400.375,0,12.4,63,32,45,0,0
3141,486.53125,0,12.4,65,32,45,0,0
3142,482.625,0,12.4,49,25,36,0,0
3143,373.2604167,0,12.4,54,22,37,0,0
3144,351.8020833,0,12.4,48,36,41,0,0
3145,307.3229167,0,12.4,63,32,44,0,0
3146,350.9270833,0,12.4,44,28,34,0,0
3147,310.53125,0,12.4,62,26,42,0,0
3148,366.3645833,0,12.4,62,34,46,0,0
3149,385.3333333,0,12.4,68,36,47,0,0
3150,482.8125,0,12.4,62,34,45,0,0
3151,489.2604167,0,12.4,67,33,48,0,0
3152,618.6041667,0,12.4,69,37,51,0,0
3153,695.8020833,0,12.4,64,39,49,0.1,0
3154,689.5833333,0,12.5,63,37,48,0,0
3155,697.1875,0,12.5,58,26,42,0,0
3156,567.1145833,0,12.5,51,22,34,0,0
3157,480.2395833,0,12.5,49,24,34,0.1,0
3158,407.3645833,0,12.6,46,25,33,0,0
3159,347.3333333,0,12.6,61,26,43,0,0
3160,345.2395833,0,12.6,62,33,47,0,0
3161,382.125,0,12.6,66,37,49,0,0
3162,466.5520833,0,12.6,66,36,50,0,0
3163,541.2395833,0,12.6,70,40,54,0,0
3164,604.0520833,0,12.6,82,45,60,0,0
3165,704.3645833,0,12.6,81,48,62,0,0
3166,730.5,0,12.6,74,50,60,0,0
3167,1442.287591,0,12.6,75,44,57,0,0
3168,1479.867754,0,12.6,62,35,47,0,0
3169,500.5208333,0,12.6,55,33,40,0.1,0
3170,432.8645833,0,12.7,65,31,48,0,0
3171,429.2395833,0,12.7,73,39,55,0,0
3172,441.7604167,0,12.7,78,44,59,0,0
3173,439.8020833,0,12.7,80,46,61,0,0
3174,422.7708333,0,12.7,79,46,60,0,0
3175,403.84375,0,12.7,71,43,54,0,0
3176,357.53125,0,12.7,71,39,53,0,0
3177,321.125,0,12.7,74,40,55,0,0
3178,289.84375,0,12.7,73,43,55,0,0
3179,269.125,0,12.7,76,39,56,0,0
3180,254.90625,0,12.7,75,45,57,0,0
3181,235.4375,0,12.7,75,43,57,0,0
3182,226.25,0,12.7,76,45,60,0,0
3183,208.8333333,0,12.7,81,47,62,0,0
3184,198.71875,0,12.7,81,46,61,0,0
3185,188.96875,0,12.7,77,46,60,0,0
3186,184.7291667,0,12.7,73,47,56,0,0
3187,180.1979167,0,12.7,70.75757576,43.15151515,54.63636364,0,0
3188,174.90625,0,12.7,80,43,60,0.1,0
3189,160.6458333,0,12.8,82,47,62,0,0
3190,155.875,0,12.8,82,49,61,0,0
3191,154.625,0,12.8,79,48,60,0,0
3192,141.96875,0,12.8,77,46,56,0,0
3193,132.4479167,0,12.8,79,44,55,0,0
3194,137.8541667,0,12.8,77,45,61,0.2,0
3195,130.7291667,0,13,80,50,63,0,0
3196,120.1041667,0,13,85,52,67,0.1,0
3197,124.65625,0,13.1,80,54,63,0,0
3198,126.875,0,13.1,76,42,56,0,0
3199,132.4895833,0,13.1,69,41,49,0.7,0
3200,156.5,0,13.8,70,40,51,0.3,0
3201,140.7604167,0,14.1,74,44,57,0.2,0
3202,126.4270833,0,14.3,78,46,61,0,0
3203,118.2291667,0,14.3,83,48,60,0,0
3204,116.15625,0,14.3,76,49,57,0,0
3205,112.0833333,0,14.3,69.70967742,46.22580645,55.96774194,0.3,0
3206,117.59375,0,14.6,71.51612903,45.41935484,55.70967742,0,0
3207,117.7291667,0,14.6,69.21875,45.71875,54.8125,0.1,0
3208,110.4583333,0,14.7,71.53125,46.34375,56.3125,0,0
3209,108.125,0,14.7,70.09375,46.78125,56,0,0
3210,100.3333333,0,14.7,71.65625,46.15625,56.09375,0,0
3211,89.47916667,0,14.7,71,46.34375,56.21875,0,0
3212,86.29166667,0,14.7,70.78125,46.875,56.9375,0,0
3213,83.5,0,14.7,70.93548387,47.61290323,56.61290323,0.2,0
3214,80.9375,0,14.9,71.53125,46.875,56.71875,0,0
3215,77.89583333,0,14.9,72.5625,46.375,56.5,0,0
3216,76.6875,0,14.9,70.59375,46.875,56.34375,0,0
3217,77.95833333,0,14.9,72.51612903,47.25806452,57.32258065,0,0
3218,86.10416667,0,14.9,72.48387097,47.09677419,56.67741935,0.2,0
3219,80.58333333,0,15.1,68.71875,46.23333333,55.48387097,0,0
3220,79.02083333,0,15.1,70.21875,46.03125,55.34375,0,0
3221,95.04166667,0,15.1,68.53125,46.1875,54.84375,0,0
3222,93.9375,0,15.1,71.26666667,45.6,55.56666667,0,0
3223,84.83333333,0,15.1,69.96774194,46.77419355,55.64516129,0.2,0
3224,80.41666667,0,15.3,70.09375,46.46875,55.5625,0,0
3225,74.375,0,15.3,70.65625,46.09375,55.625,0.2,0
3226,73.75,0,15.5,70.375,46.59375,55.625,0,0
3227,73.3125,0,15.5,70.06451613,45.87096774,54.96774194,0,0
3228,76.125,0,15.5,70.32258065,46.19354839,55.41935484,0,0
3229,78.70833333,0,15.5,68.93548387,46.16129032,54.70967742,0,0
3230,78.91666667,0,15.5,68.4516129,45.5483871,54.32258065,0,0
3231,75.70833333,0,15.5,69,45.09677419,54.41935484,0,0
3232,81.85416667,0,15.5,68.77419355,45.25806452,54.03225806,0,0
3233,88.45833333,0,15.5,67.15625,45.71875,54.21875,0,0
3234,100.59375,0,15.5,69.125,45.34375,55.375,0.1,0
3235,85.25,0,15.6,69,45.71875,54.78125,0,0
3236,73.375,0,15.6,67.84375,45.34375,53.96875,0.1,0
3237,67.39583333,0,15.7,69.06451613,44.87096774,54.09677419,0,0
3238,63.55208333,0,15.7,69.32258065,44.48387097,54.25806452,0,0
3239,58.89583333,0,15.7,69.03225806,44.48387097,54.61290323,0,0
3240,58.33333333,0,15.7,68.87096774,44.25806452,53.74193548,0,0
3241,53.88541667,0,15.7,70.25806452,44.16129032,54.41935484,0,0
3242,51.84375,0,15.7,67.83870968,44.67741935,53.64516129,0,0
3243,49.01041667,0,15.7,69.22580645,44.4516129,54,0,0
3244,47.10416667,0,15.7,66.96875,44.41935484,54,0,0
3245,48.65625,0,15.7,66.90322581,45.12903226,50.48387097,0.1,0
3246,54.40625,0,15.8,68.58064516,45.22580645,51.03225806,0.1,0
3247,71.15625,0,15.9,68.96774194,44.4516129,53.58064516,0,0
3248,67.625,0,15.9,66.48387097,44.61290323,52.67741935,0,0
3249,60.60416667,0,15.9,66.13333333,44.03333333,52.36666667,0,0
3250,56.90625,0,15.9,66.56666667,43.56666667,52.43333333,0,0
3251,52.79166667,0,15.9,67.9,43.63333333,52.26666667,0,0
3252,52.05208333,0,15.9,67.73333333,43.36666667,52.8,0,0
3253,49.79166667,0,15.9,66.63333333,43.36666667,57,0,0
3254,46.65625,0,15.9,94,45,54,0,0
3255,47.04166667,0,15.9,62,38,47,0,0
3256,49.36458333,0,15.9,103,37,54,0,0
3257,47.08333333,0,15.9,105,43,58,0,0
3258,45.46875,0,15.9,108,45,58,0,0
3259,44.98958333,0,15.9,67.38709677,46,59,0,0
3260,43.02083333,0,15.9,110,43,57,0,0
3261,44.1875,0,15.9,112,40,55,0,0
3262,44.02083333,0,15.9,66.83870968,44,61,0,0
3263,43.51041667,0,15.9,110,46,60,0,0
3264,47.34375,0,15.9,88,42,50,0.2,0
3265,62.85416667,0,16.1,106,42,52,0.1,0
3266,57.69791667,0,16.2,107,44,51,0.4,0
3267,60.57291667,0,16.6,102,42,52,0,0
3268,66.9375,0,16.6,96,40,48,0.3,0
3269,83.52083333,0,16.9,66,39,43,0.3,0
3270,93.9375,0,17.2,92,40,46,0.1,0
3271,85.64583333,0,17.3,109,39,54,0.3,0
3272,74.89583333,0,17.6,110,39,57,0.1,0
3273,67.91666667,0,17.7,108,40,59,0.1,0
3274,65.22916667,0,17.8,94,37,56,0,0
3275,78.46875,0,17.8,45,33,37,0.1,0
3276,89.5,0,17.9,95,32,50,0.2,0
3277,80.35416667,0,18.1,96,33,50,0.3,0
3278,76.1875,0,18.4,59.4516129,39,51,0.1,0
3279,61.79166667,0,18.5,108,37,68,0,0
3280,55.17708333,0,18.5,57.93548387,41,70,0.3,0
3281,48.5625,0,18.8,104,39,63,0,0
3282,50.3125,0,18.8,101,39,71,0,0
3283,81.75,0,18.8,90,34,65,0.3,0
3284,117.46875,0,19.1,82,34,42,0.1,0
3285,111.0208333,0,19.2,91,35,64,0,0
3286,127.2291667,0,19.2,83,34,69,0,0
3287,154.7291667,0,19.2,93,34,64,0,0
3288,136.5833333,0,0,97,35,70,0.1,0
3289,119.0833333,0,0.1,90,44,74,0.2,0
3290,114.0416667,0,0.3,82,26,60,0.5,0.4
3291,111.8020833,0.4,0.8,84,25,56,0.1,-0.1
3292,104.8645833,0.3,0.9,84,73,78,0,-0.2
3293,98.89583333,0.1,0.9,95,68,81,0,0
3294,95.91666667,0.1,0.9,98,32,73,0.1,0.2
3295,94.36458333,0.3,1,100,33,73,0,-0.1
3296,92.10416667,0.2,1,51.4375,30.65625,38.90625,0,-0.2
3297,90.33333333,0,1,50.90625,31.6875,39.34375,0.1,0
3298,87.1875,0,1.1,52.09375,31.96875,40.0625,0,0
3299,81.875,0,1.1,51.77419355,30.70967742,39.29032258,0,0
3300,78.39583333,0,1.1,50.625,30.03125,38.4375,0,0
3301,76.9375,0,1.1,49.66666667,30.63636364,38,0,0
3302,73.89583333,0,1.1,51.24242424,30.87878788,38.72727273,0,0
3303,72.70833333,0,1.1,51.09090909,30.27272727,38.39393939,0,0
3304,70.25,0,1.1,49.48387097,28.87096774,37.12903226,0,0
3305,68.91666667,0,1.1,48.90909091,29.51515152,37.18181818,0,0
3306,67.13541667,0,1.1,48.90909091,29.09090909,37.15151515,0,0
3307,65.63541667,0,1.1,49.21212121,28.21212121,36.96969697,0,0
3308,64.97916667,0,1.1,46.96875,27.78125,35.46875,0.2,0
3309,64.9375,0,1.3,46.15151515,27.6969697,34.93939394,0.3,0.3
3310,73.95833333,0.3,1.6,47.96969697,28.63636364,36.24242424,0.2,0.2
3311,76,0.5,1.8,47.71875,28.25,36,0,0
3312,71.19791667,0.5,1.8,44.625,27.1875,34.40625,0.2,0.2
3313,73.08333333,0.7,2,44.3125,24.78125,32.9375,0,0
3314,83.625,0.7,2,44.78125,26.25,34.0625,0.2,0.2
3315,79.97916667,0.9,2.2,45.1875,26.625,34.75,0,0
3316,80.625,0.9,2.2,42.5625,26.25,32.90625,0.2,0.2
3317,74.5,1.1,2.4,42.90625,25.3125,32.5625,0,0
3318,82.0625,1.1,2.4,42.19354839,25.29032258,32.29032258,0.2,0.2
3319,86.79166667,1.3,2.6,40.25,24.375,31.21875,0,0
3320,89.83333333,1.3,2.6,40.59375,22.90625,30.34375,0.2,0.2
3321,74.59375,1.5,2.8,40.3125,22.875,30.5,0.1,0.1
3322,75.05208333,1.6,2.9,39.125,22.3125,29.625,0,0
3323,75.57291667,1.6,2.9,39.03225806,22.29032258,29.35483871,0,0
3324,68.11458333,1.6,2.9,39.09375,21.40625,28.84375,0,0.1
3325,71.64583333,1.7,2.9,39.3030303,22.06060606,29.18181818,0.1,0.1
3326,85.5,1.8,3,42.48484848,22.60606061,29.93939394,0.6,0.6
3327,83.64583333,2.4,3.6,38.6969697,21.27272727,28.81818182,0.6,1.2
3328,94.94958124,3.6,4.2,38.33333333,20.90909091,28.24242424,0.2,0.2
3329,93.33908514,3.8,4.4,40.87878788,20.06060606,28.12121212,0.1,0.1
3330,96.89614563,3.9,4.5,36.81818182,19.45454545,27.09090909,0.1,0
3331,92.35095558,3.9,4.6,37.27272727,20.18181818,27.15151515,0.2,0.2
3332,92.3823578,4.1,4.8,37,19.12121212,27.06060606,0,0
3333,86.99381614,4.1,4.8,35.3030303,17.36363636,25.09090909,0.2,0.1
3334,87.10480002,4.2,5,35.0625,18.03030303,25.39393939,0.1,0.2
3335,87.56207679,4.4,5.1,34.33333333,17.66666667,24.96969697,0,0
3336,87.26699561,4.4,5.1,33.24242424,16.84848485,24.18181818,0.2,0
3337,84.81969736,4.4,5.3,36.96875,18.4375,26.03125,0,0.2
3338,87.530376,4.6,5.3,40.57575758,18.3030303,27,0,0
3339,87.63281127,4.6,5.3,37.93939394,18.21212121,25.57575758,0,0
3340,87.53327206,4.6,5.3,33.15151515,16.33333333,24.06060606,0,0
3341,84.18969298,4.6,5.3,32.25,14.54545455,22.75757576,0,0
3342,82.76259385,4.6,5.3,31.21212121,14.24242424,21.93939394,0.2,0.2
3343,82.07804487,4.8,5.5,34.27272727,16.03030303,22.87878788,0.1,0.1
3344,80.41493056,4.9,5.6,33.8125,14.625,22.59375,0,0
3345,81.20795573,4.9,5.6,29.63636364,13.45454545,20.3030303,0,0
3346,79.39134115,4.9,5.6,29.87878788,12.93939394,20.51515152,0,-0.1
3347,77.096875,4.8,5.6,29.25,27,31,0,0
3348,76.04554882,4.8,5.6,41,21,30,0,0
3349,77.7025641,4.8,5.6,34,20,26,0,0
3350,78.3782197,4.8,5.6,34,16,24,0.2,0.2
3351,79.20684967,5,5.8,35,18,26,0,0
3352,75.0547371,5,5.8,31,14,22,0,0
3353,68.42689892,5,5.8,31,16,23,0,0
3354,67.97580338,5,5.8,29,13,20,0,-0.1
3355,71.51456749,4.9,5.8,34,13,21,0,0
3356,70.12526738,4.9,5.8,32,16,23,0,0
3357,68.37403143,4.9,5.8,35,15,23,0,0.5
3358,72.84006776,5.4,5.8,34,15,22,0,-0.2
3359,68.0538141,5.2,5.8,28,14,20,0.3,0
3360,70.19878472,5.2,6.1,25,16,20,0.1,0.1
3361,66.16395833,5.3,6.2,27.5,17,23,0.2,0.1
3362,66.47696759,5.4,6.4,82,17,25,0,0
3363,60.86622248,5.4,6.4,79,22,29,0,-0.4
3364,59.54125,5,6.4,32,17,24,0.2,0.2
3365,60.65692834,5.2,6.6,71,14,20,0,0
3366,68.47892857,5.2,6.6,66,5,13,0,0
3367,65.93725142,5.2,6.6,64,3,8,0,0
3368,65.98687465,5.2,6.6,70,4,15,0,0
3369,66.4625,5.2,6.6,71,7,14,0,0
3370,66.26534185,5.2,6.6,80,2,16,0,0
3371,66.2797619,5.2,6.6,80,8,20,0.1,0.1
3372,54.43156667,5.3,6.7,72,6,26,0.1,0.1
3373,71.52208333,5.4,6.8,78,2,18,0,0
3374,64.87925452,5.4,6.8,77,1,22,0.1,0
3375,58.26638889,5.4,6.9,24.15625,11,33,0,0.4
3376,62.38453057,5.8,6.9,80,17,27,0,0
3377,68.92161458,5.8,6.9,57,18,26,0,0
3378,68.24314338,5.8,6.9,82,8,22,0,0
3379,64.70029762,5.8,6.9,67,13,23,0,0
3380,67.3277745,5.8,6.9,69,9,22,0,0
3381,63.68135417,5.8,6.9,26.3125,8,26,0.2,0.5
3382,64.49138211,6.3,7.1,26.96875,19,32,0.7,0.5
3383,64.8090625,6.8,7.8,26.4516129,26,35,0,0
3384,67.20823674,6.8,7.8,82,25,35,0,0
3385,64.98333333,6.8,7.8,27.03333333,20,29,0,0
3386,61.87013889,6.8,7.8,26.125,19,30,0,0
3387,60.51588715,6.8,7.8,27.65625,23,33,0,0
3388,61.08666667,6.8,7.8,78,19,26,0,0
3389,63.50184524,6.8,7.8,71,22,26,0,0
3390,62.35694444,6.8,7.8,74,19,33,0,0
3391,65.43776042,6.8,7.8,74,14,24,0,0
3392,64.73267971,6.8,7.8,82,18,35,0.2,0.2
3393,63.93471178,7,8,80,20,46,0.1,0.1
3394,55.9642094,7.1,8.1,70,12,38,0.1,0
3395,59.84382832,7.1,8.2,68,12,40,0,0
3396,63.4623125,7.1,8.2,70,24,57,0,0
3397,63.35278955,7.1,8.2,75,23,49,0,0
3398,61.43124267,7.1,8.2,78,25,50,0,0
3399,63.03497942,7.1,8.2,79,22,54,0,0
3400,61.14780093,7.1,8.2,74,23,46,0.1,0
3401,61.33073594,7.1,8.3,75,20,38,0,0
3402,61.42315424,7.1,8.3,78,23,43,0,0
3403,59.88984216,7.1,8.3,75,26,42,0,0
3404,58.49131181,7.1,8.3,75,19,36,0,0
3405,58.33723958,7.1,8.3,76,15,33,0,0
3406,57.48267045,7.1,8.3,81,25,49,0,0
3407,56.675,7.1,8.3,81,22,52,0,0
3408,55.65455247,7.1,8.3,73,16,37,0,0
3409,55.0060704,7.1,8.3,77,24,33,0,0.3
3410,58.00873724,7.4,8.3,79,28,35,0,0
3411,54.29322917,7.4,8.3,84,31,46,0,0
3412,57.10034722,7.4,8.3,77,20,39,0,0
3413,58.08710938,7.4,8.3,65,7,23,0.2,0.2
3414,58.35223214,7.6,8.5,54,8,13,0.1,0.1
3415,57.32981771,7.7,8.6,60,1,27,0,0
3416,58.98831019,7.7,8.6,56,-3,19,0,0
3417,57.61033607,7.7,8.6,30.81818182,13.36363636,20.84848485,0,0
3418,58.48676136,7.7,8.6,30.72727273,13.06060606,21.03030303,0.2,0.2
3419,55.56622151,7.9,8.8,30.0625,13.34375,20.25,0.1,0.1
3420,57.26481481,8,8.9,30.6875,11.28125,19.9375,0.1,0.1
3421,54.42223765,8.1,9,28.46875,12.5,19.375,0,0
3422,56.39439138,8.1,9,31.4375,13.15625,21.03125,0.1,0.2
3423,55.31888021,8.3,9.1,35.4375,14.5,22.0625,0.5,0.5
3424,56.16769792,8.8,9.6,30.5625,14.875,21.5,0.3,0.3
3425,56.7088141,9.1,9.9,33.875,12.5625,20.6875,0,0
3426,60.27879916,9.1,9.9,76,15,40,0,0
3427,56.94403409,9.1,9.9,84,15,38,0.2,0.1
3428,56.62184219,9.2,10.1,79,13,30,0.1,0.1
3429,58.31839267,9.3,10.2,83,9,18,0,0
3430,57.35658267,9.3,10.2,78,8,19,0,0
3431,56.92060185,9.3,10.2,70,16,22,0.1,0.1
3432,56.10472222,9.4,10.3,67,12,25,0.1,0.1
3433,56.35724085,9.5,10.4,61,8,24,0.1,0.1
3434,55.2858631,9.6,10.5,31.6969697,12.21212121,20.36363636,0.1,0.1
3435,58.30168517,9.7,10.6,31.15625,12.625,20.53125,0.5,0.5
3436,59.10235256,10.2,11.1,31.78787879,12.06060606,20.66666667,0.1,0.1
3437,58.69261218,10.3,11.2,33.33333333,13.54545455,21.84848485,0,0
3438,57.27681799,10.3,11.2,33.18181818,13,21.87878788,0.2,0.2
3439,57.33662534,10.5,11.4,34,13.90909091,22.33333333,0,0
3440,59.61907807,10.5,11.4,34.40625,14.625,22.34375,0,0
3441,56.45354512,10.5,11.4,36.51515152,15.63636364,23.93939394,0.1,0.1
3442,57.16583245,10.6,11.5,36.51515152,14.39393939,24.15151515,0,0
3443,57.16108637,10.6,11.5,35.90909091,14.39393939,23.60606061,0.1,0.1
3444,57.7661429,10.7,11.6,37.24242424,16.42424242,25.18181818,0.1,0.1
3445,58.05541594,10.8,11.7,37.18181818,16.03030303,24.90909091,0.1,0.1
3446,56.74250559,10.9,11.8,44,23,31,0.5,0.6
3447,57.52934978,11.5,12.3,45,26,33,0,0.1
3448,58.28290065,11.6,12.3,52,26,33,0,0
3449,58.52725306,11.6,12.3,39.84848485,27,43,0.1,0.4
3450,60.59260005,12,12.4,91,29,49,0,0.1
3451,60.80689153,12.1,12.4,39.45454545,26,48,0,0
3452,61.65299005,12.1,12.4,39.21212121,28,46,0.1,0.1
3453,65.070625,12.2,12.5,40.27272727,26,55,0,-0.2
3454,68.30964627,12,12.5,87,32,64,0,-0.1
3455,73.46453993,11.9,12.5,84,26,64,0.1,0.1
3456,77.1173913,12,12.6,91,26,54,0,0
3457,59.26041667,12,12.6,80,29,55,0,-0.1
3458,53.04166667,11.9,12.6,89,20,58,0.1,0.5
3459,61.60416667,12.4,12.7,84,30,65,0,-0.3
3460,55.19791667,12.1,12.7,93,28,64,0.1,0.3
3461,61.9375,12.4,12.8,41.60606061,28,67,0.1,0.2
3462,67.02083333,12.6,12.9,94,29,52,0.4,0.1
3463,62.19791667,12.7,13.3,90,25,40,0,0
3464,63.05208333,12.7,13.3,84,23,44,0.4,0.4
3465,62.76041667,13.1,13.7,78,7,29,0,-0.7
3466,61.15625,12.4,13.7,82,4,35,0,-0.2
3467,117.3328212,12.2,13.7,83,2,52,0.4,0.4
3468,119.5633205,12.6,14.1,86,31,64,0.3,0.5
3469,121.9457899,13.1,14.4,42.09090909,23,46,0.3,0.3
3470,72.23958333,13.4,14.7,42.75757576,29,45,0.4,0.4
3471,80.9375,13.8,15.1,92,31,52,0,-0.3
3472,81.30208333,13.5,15.1,89,18,49,0,-0.4
3473,78.85416667,13.1,15.1,87,12,39,0,-0.2
3474,76.45833333,12.9,15.1,86,36,54,0.1,0.2
3475,75.30434783,13.1,15.2,86,21,54,0.2,0.2
3476,71.35416667,13.3,15.4,89,22,47,0,-0.1
3477,63.9375,13.2,15.4,92,11,36,0.2,0.4
3478,73.625,13.6,15.6,44.09090909,24,38,0,-0.2
3479,88.8125,13.4,15.6,83,31,43,0,0
3480,115.2395833,13.4,15.6,43.3030303,33,44,0,-0.4
3481,151.75,13,15.6,94,31,50,0,0
3482,193.34375,13,15.6,45.54545455,32,51,0,-0.3
3483,273.6041667,12.7,15.6,92,33,45,0,-0.2
3484,303.15625,12.5,15.6,91,26,37,0,-0.2
3485,253.5520833,12.3,15.6,96,24,42,0,-0.1
3486,253.3645833,12.2,15.6,101,26,47,0,-0.1
3487,245.09375,12.1,15.6,93,24,51,0.1,0
3488,219.84375,12.1,15.7,98,21,54,0,-0.1
3489,235,12,15.7,98,20,42,0,-0.1
3490,263.03125,11.9,15.7,93,29,43,0,-0.1
3491,291.7604167,11.8,15.7,95,26,49,0.1,0.1
3492,289.7083333,11.9,15.8,76,20,46,0.2,0.3
3493,247.2083333,12.2,16,94,27,53,0,0.4
3494,270.09375,12.6,16,99,29,54,0,-0.2
3495,366.5729167,12.4,16,101,34,44,0,-0.7
3496,468.1458333,11.7,16,47.39393939,32,44,0,-0.6
3497,541.8958333,11.1,16,97,34,49,0,-0.5
3498,550.6770833,10.6,16,98,31,44,0,-0.7
3499,524.6458333,9.9,16,83,27,40,0,-0.6
3500,468.3125,9.3,16,82,22,36,0,0.1
3501,431.6458333,9.4,16,64,27,40,0,-0.2
3502,415.0104167,9.2,16,51,29,40,0,-0.4
3503,441.5416667,8.8,16,76,28,41,0.7,0.7
3504,387.3333333,9.5,16.7,89,25,46,0.3,0.2
3505,319.0729167,9.7,17,87,22,54,0,0
3506,283.5416667,9.7,17,87,29,53,0,0
3507,277.0833333,9.7,17,90,27,45,0.3,0.3
3508,255.15625,10,17.3,96,26,58,0,-0.3
3509,222.71875,9.7,17.3,91,21,62,0,-0.3
3510,208.6666667,9.4,17.3,99,19,47,0.1,0
3511,235.9791667,9.4,17.4,89,31,46,0.1,-0.6
3512,311.6979167,8.8,17.5,98,37,55,0,-0.5
3513,390.25,8.3,17.5,102,37,53,0,-1
3514,657.5208333,7.3,17.5,81,37,54,0.1,-0.3
3515,756.3541667,7,17.6,98,35,52,0,-1.1
3516,1120.104167,5.9,17.6,106,38,57,0.1,-0.8
3517,1281.666667,5.1,17.7,89,32,44,0.2,-0.9
3518,1232.8125,4.2,17.9,92,30,52,0,-0.4
3519,1191.354167,3.8,17.9,100,33,56,0,-1.1
3520,1296.5625,2.7,17.9,101,35,57,0,-0.6
3521,1446.666667,2.1,17.9,104,38,52,0,0
3522,1668.4375,2.1,17.9,93,42,56,0,0.2
3523,1875.729167,2.3,17.9,104,43,58,0,0
3524,2034.895833,2.3,17.9,107,40,51,0,-0.4
3525,1865.104167,1.9,17.9,107,39,56,0,-0.9
3526,2185.625,1,17.9,110,43,59,0,-1
3527,2419.0625,0,17.9,105,46,60,0,0
3528,2478.020833,0,17.9,88,46,57,0,0
3529,2493.229167,0,17.9,105,45,55,0,0
3530,2384.895833,0,17.9,111,44,55,0,0
3531,2487.8125,0,17.9,106,38,52,0.2,0
3532,2194.791667,0,18.1,105,42,56,0,0
3533,1933.958333,0,18.1,111,40,54,0,0
3534,1767.1875,0,18.1,77,40,52,0,0
3535,1551.458333,0,18.1,96,37,47,0,0
3536,1371.25,0,18.1,102,33,51,0,0
3537,1225.104167,0,18.1,101,36,51,0,0
3538,1108.822917,0,18.1,111,33,55,0,0
3539,1160.729167,0,18.1,64.18181818,39.15151515,49.72727273,0,0
3540,1157.916667,0,18.1,104,41,56,0,0
3541,1141.354167,0,18.1,112,40,58,0,0
3542,1129.864583,0,18.1,104,40,56,0,0
3543,1079.302083,0,18.1,110,37,56,0.1,0
3544,1000.1875,0,18.2,108,36,59,0,0
3545,1005.895833,0,18.2,114,42,62,0,0
3546,1021.125,0,18.2,112,43,66,0,0
3547,869.1354167,0,18.2,109,41,57,0.2,0
3548,836.5833333,0,18.4,107,40,63,0.1,0
3549,799.7291667,0,18.5,107,39,64,0,0
3550,741.2708333,0,18.5,104,38,53,0.1,0
3551,686.9895833,0,18.6,107,41,61,0,0
3552,694.5520833,0,18.6,114,44,65,0,0
3553,688.2083333,0,18.6,110,43,63,0,0
3554,645.1770833,0,18.6,113,41,60,0,0
3555,563.2395833,0,18.6,105,36,53,0,0
3556,545.3645833,0,18.6,112,37,58,0,0
3557,545.1770833,0,18.6,114,42,56,0,0
3558,538.6666667,0,18.6,112,44,60,0,0
3559,516.21875,0,18.6,115,45,60,0,0
3560,508.5208333,0,18.6,115,46,72,0,0
3561,482.9375,0,18.6,71.51515152,44.87878788,56.54545455,0,0
